rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
1,PNJ,Retail/Consumer,2026-09-21,36900,0.6469,0.6034,0.6021,0.5484,0.5842,0.89664364,39852,35055,25,43.12081909770488,False,0.16115405636804897
2,VRE,RealEstate,2026-09-21,25150,0.5476,0.4965,0.5213,0.4007,0.426,0.8932814,27162,23892,25,45.24077524818212,True,0.3324598845289694
3,VIC,RealEstate,2026-09-21,238000,0.5461,0.5983,0.5683,0.4206,0.4347,0.7083561,257040,226100,25,55.905096916918545,True,0.15237752220898668
4,GVR,Materials,2026-09-21,32100,0.5227,0.5256,0.5121,0.3709,0.4042,0.80073017,34668,30495,25,55.29110762697343,True,0.2611849728189933
5,GAS,Energy,2026-09-21,89100,0.503,0.5623,0.501,0.3514,0.3222,0.77808225,96228,84645,25,63.02754967053886,True,0.2607377870996739
6,PLX,Energy,2026-09-21,37500,0.4688,0.5646,0.5495,0.4385,0.468,0.32350317,40500,35625,25,57.90631272296676,True,0.32496615943718715
7,FRT,Retail/Consumer,2026-09-21,131100,0.4648,0.4964,0.4976,0.3147,0.3746,0.6406245,141588,124545,25,42.96539772484907,True,0.15458879971569875
8,KDH,RealEstate,2026-09-21,16050,0.4565,0.4946,0.5041,0.3697,0.402,0.5122572,17334,15248,25,36.733620011596685,False,0.3141108199948719
9,VCI,Securities,2026-09-21,20400,0.4406,0.5039,0.5204,0.4346,0.4231,0.32104665,22032,19380,25,43.523860670688016,False,0.3869255118417419
10,SSI,Securities,2026-09-21,21050,0.4269,0.4986,0.4899,0.352,0.362,0.43215436,22734,19998,25,55.31757173592942,True,0.4998420264824689
11,NLG,RealEstate,2026-09-21,24300,0.416,0.4975,0.4861,0.3297,0.31,0.45684108,26244,23085,25,52.66828416040352,True,0.18510497977183019
12,VHM,RealEstate,2026-09-21,69900,0.4138,0.4766,0.4673,0.3234,0.3196,0.48185876,75492,66405,25,41.38447048439421,False,0.665823822270274
13,VNM,Retail/Consumer,2026-09-21,60700,0.4136,0.4334,0.4338,0.2816,0.2701,0.6490466,65556,57665,25,49.172707931352825,True,0.3729489108472035
14,DCM,Materials,2026-09-21,33550,0.4101,0.5069,0.4812,0.3201,0.3021,0.44010988,36234,31872,25,60.8304874044381,True,0.3855182216560209
15,BID,Bank,2026-09-21,36450,0.4035,0.4737,0.477,0.3442,0.3419,0.38078332,39366,34628,25,51.497710198339604,True,0.5512679831480759
16,STB,Bank,2026-09-21,77500,0.4026,0.4612,0.5219,0.3476,0.3371,0.34530962,83700,73625,25,58.42466972742511,True,0.16747956084330254
17,VPB,Bank,2026-09-21,27750,0.3968,0.4714,0.481,0.3185,0.303,0.41032195,29970,26362,25,58.60021261569768,True,0.5810968636558638
18,VND,Securities,2026-09-21,14950,0.3912,0.4511,0.4746,0.3395,0.315,0.37603188,16146,14202,25,37.55515355616878,False,0.2399945362655375
19,MSN,Retail/Consumer,2026-09-21,68300,0.3908,0.4516,0.4712,0.3354,0.3101,0.3855,73764,64885,25,51.44150342123957,True,0.34201386773254044
20,DGC,Materials,2026-09-21,35650,0.3908,0.5316,0.4907,0.3388,0.3412,0.2516861,38502,33868,25,33.40246548873928,False,0.2647703637079094
21,HCM,Securities,2026-09-21,25150,0.3907,0.4288,0.4519,0.3131,0.2888,0.47102073,27162,23892,25,44.74665931211555,False,0.20338956171465727
22,DPM,Materials,2026-09-21,23000,0.3858,0.4733,0.4821,0.3265,0.2939,0.35342,24840,21850,25,57.08890558212334,True,0.3931871615301129
23,REE,Utilities,2026-09-21,46950,0.3844,0.4618,0.4765,0.334,0.3638,0.2858589,50706,44602,25,60.430030739279076,True,0.6258230388160783
24,MWG,Retail/Consumer,2026-09-21,71700,0.3809,0.458,0.4455,0.2889,0.2798,0.43227682,77436,68115,25,46.88747757350949,False,0.2749083671814756
25,HDB,Bank,2026-09-21,27250,0.3758,0.4327,0.4731,0.3192,0.3129,0.34091482,29430,25888,25,52.24755644201668,True,0.45139104475415315
26,VCB,Bank,2026-09-21,59300,0.3748,0.444,0.477,0.3371,0.3712,0.24484013,64044,56335,25,51.90554298823897,True,0.4578237200284645
27,TCB,Bank,2026-09-21,31850,0.3663,0.468,0.4666,0.3209,0.2913,0.28483543,34398,30258,25,49.88437071297242,True,0.3768056537585266
28,SAB,Retail/Consumer,2026-09-21,44150,0.3662,0.4039,0.3717,0.2097,0.2014,0.6440802,47682,41942,25,43.089659190332114,False,0.3386536154863111
29,DXG,RealEstate,2026-09-21,10600,0.3578,0.4939,0.4878,0.3236,0.3324,0.15148644,11448,10070,25,37.794823257612606,False,0.22389087115274756
30,FPT,Technology,2026-09-21,66300,0.3575,0.4717,0.3974,0.254,0.199,0.46526042,71604,62985,25,37.62439784968224,False,0.4970858709416188
31,MBB,Bank,2026-09-21,20100,0.3399,0.4321,0.4572,0.2954,0.2796,0.23528253,21708,19095,25,48.81599561402295,True,0.42007319983496844
32,CTG,Bank,2026-09-21,30500,0.333,0.4402,0.4176,0.279,0.2634,0.26466694,32940,28975,25,44.65583771743408,False,0.3760770043750025
33,PDR,RealEstate,2026-09-21,11500,0.3299,0.4403,0.4632,0.2862,0.2984,0.16147822,12420,10925,25,32.927356508419294,False,0.1618535813856837
34,ACB,Bank,2026-09-21,22150,0.3241,0.4104,0.4199,0.2365,0.2658,0.2879922,23922,21042,25,47.686987953585444,False,0.4006724356732871
35,POW,Utilities,2026-09-21,12600,0.3237,0.3864,0.4154,0.2686,0.263,0.28505686,13608,11970,25,36.471162408229254,False,0.1828195260564299
36,HPG,Materials,2026-09-21,21200,0.3215,0.4291,0.4165,0.2865,0.2674,0.20777301,22896,20140,25,45.00073559990242,False,0.34298315885651576
37,TPB,Bank,2026-09-21,14100,0.2556,0.4047,0.3475,0.2061,0.177,0.14294577,15228,13395,25,40.41643205670758,False,0.4537053710343726
38,HSG,Materials,2026-09-21,10150,0.2207,0.3918,0.3567,0.1748,0.1285,0.051780574,10962,9642,25,35.450198331238795,False,0.2577561558485896
