date,symbol,prob,entry,gross_ret,net_ret,hold_days,win,exit_reason
2026-01-23,GVR,0.5478,36.9,0.08,0.077,2,1,tp
2026-01-23,NLG,0.5435,29.14,-0.05,-0.053,2,0,sl
2026-01-23,PLX,0.5421,52.71,0.08,0.077,2,1,tp
2026-01-23,VCI,0.5334,26.4,0.08,0.077,20,1,tp
2026-01-23,VND,0.562,18.85,-0.05,-0.053,3,0,sl
2026-01-26,DGC,0.5875,68.8,-0.05,-0.053,9,0,sl
2026-01-26,PNJ,0.6011,77.87,0.08,0.077,3,1,tp
2026-01-26,STB,0.5924,62.0,0.08,0.077,17,1,tp
2026-01-26,VHM,0.7033,57.25,-0.05,-0.053,1,0,sl
2026-01-27,NLG,0.5344,27.52,-0.05,-0.053,19,0,sl
2026-01-28,FRT,0.538,152.67,0.08,0.077,3,1,tp
2026-01-29,MSN,0.5397,84.1,-0.05,-0.053,5,0,sl
2026-01-29,VHM,0.7335,51.52,-0.05,-0.053,2,0,sl
2026-01-29,VIC,0.8622,140.5,-0.05,-0.053,2,0,sl
2026-01-29,VRE,0.6262,28.97,-0.05,-0.053,2,0,sl
2026-02-02,CTG,0.5334,38.75,-0.05,-0.053,5,0,sl
2026-02-02,VHM,0.7308,47.48,-0.05,-0.053,2,0,sl
2026-02-02,VIC,0.8442,130.7,-0.05,-0.053,2,0,sl
2026-02-02,VRE,0.6221,27.14,-0.05,-0.053,16,0,sl
2026-02-03,FRT,0.576,165.72,-0.05,-0.053,3,0,sl
2026-02-03,HDB,0.5332,27.55,-0.05,-0.053,5,0,sl
2026-02-03,PNJ,0.5497,80.0,-0.05,-0.053,3,0,sl
2026-02-05,BID,0.5365,47.65,-0.05,-0.053,3,0,sl
2026-02-05,GAS,0.5476,112.0,-0.05,-0.053,4,0,sl
2026-02-06,DCM,0.5336,36.68,0.08,0.077,7,1,tp
2026-02-06,GVR,0.5606,39.0,-0.05,-0.053,2,0,sl
2026-02-06,PLX,0.5589,55.03,-0.05,-0.053,2,0,sl
2026-02-06,POW,0.5482,13.5,-0.05,-0.053,2,0,sl
2026-02-06,VCB,0.5486,64.56,-0.05,-0.053,12,0,sl
2026-02-06,VHM,0.6946,46.95,0.08,0.077,4,1,tp
2026-02-06,VIC,0.8313,131.0,0.08,0.077,2,1,tp
2026-02-09,DGC,0.5419,67.2,0.08,0.077,6,1,tp
2026-02-09,DPM,0.5419,23.74,0.08,0.077,9,1,tp
2026-02-09,DXG,0.5639,13.16,-0.05,-0.053,12,0,sl
2026-02-09,FRT,0.5337,156.19,-0.05,-0.053,12,0,sl
2026-02-10,GVR,0.6279,35.95,0.08,0.077,4,1,tp
2026-02-10,KDH,0.5434,27.6,-0.05,-0.053,9,0,sl
2026-02-10,PLX,0.6024,51.46,-0.05,-0.053,1,0,sl
2026-02-10,PNJ,0.5439,75.27,0.08,0.077,8,1,tp
2026-02-10,POW,0.5426,12.95,0.08,0.077,5,1,tp
2026-02-10,VIC,0.8535,141.5,0.08,0.077,2,1,tp
2026-02-11,BID,0.5812,44.87,-0.05,-0.053,8,0,sl
2026-02-11,SSI,0.5382,24.94,0.08,0.077,10,1,tp
2026-02-11,VPB,0.5472,27.8,-0.05,-0.053,10,0,sl
2026-02-12,GAS,0.6198,101.4,0.08,0.077,3,1,tp
2026-02-13,PLX,0.6238,50.2,0.08,0.077,2,1,tp
2026-02-13,VHM,0.696,52.48,-0.05,-0.053,6,0,sl
2026-02-23,DGC,0.5509,70.2,0.08,0.077,2,1,tp
2026-02-23,GAS,0.5766,108.7,0.08,0.077,2,1,tp
2026-02-23,GVR,0.5484,38.9,0.08,0.077,2,1,tp
2026-02-23,PLX,0.5806,53.68,0.08,0.077,4,1,tp
2026-02-23,PNJ,0.5375,80.14,-0.05,-0.053,2,0,sl
2026-02-23,VHM,0.7002,53.3,-0.05,-0.053,4,0,sl
2026-02-23,VIC,0.9005,162.3,0.08,0.077,4,1,tp
2026-02-24,DCM,0.5397,39.71,0.08,0.077,4,1,tp
2026-02-24,DPM,0.5636,25.19,0.08,0.077,4,1,tp
2026-02-25,TPB,0.5578,18.65,-0.05,-0.053,4,0,sl
2026-02-26,STB,0.5375,67.0,-0.05,-0.053,6,0,sl
2026-02-26,VRE,0.5706,28.73,-0.05,-0.053,2,0,sl
2026-02-27,DGC,0.5742,73.8,-0.05,-0.053,3,0,sl
2026-02-27,DXG,0.5536,13.25,-0.05,-0.053,3,0,sl
2026-02-27,GAS,0.5825,107.9,0.08,0.077,2,1,tp
2026-02-27,GVR,0.5448,40.0,-0.05,-0.053,1,0,sl
2026-02-27,PNJ,0.5647,81.27,-0.05,-0.053,3,0,sl
2026-02-27,SSI,0.5394,25.9,0.08,0.077,4,1,tp
2026-03-02,GVR,0.5466,42.8,0.08,0.077,2,1,tp
2026-03-02,POW,0.5734,15.5,0.08,0.077,2,1,tp
2026-03-02,VCI,0.5413,28.31,0.08,0.077,3,1,tp
2026-03-02,VHM,0.6681,48.39,-0.05,-0.053,1,0,sl
2026-03-02,VIC,0.9031,167.2,-0.05,-0.053,1,0,sl
2026-03-02,VRE,0.5737,26.85,-0.05,-0.053,1,0,sl
2026-03-03,BID,0.5332,40.29,-0.05,-0.053,4,0,sl
2026-03-03,DCM,0.5427,46.47,-0.05,-0.053,1,0,sl
2026-03-03,DPM,0.5854,29.35,-0.05,-0.053,1,0,sl
2026-03-03,GAS,0.5649,123.4,-0.05,-0.053,3,0,sl
2026-03-03,PLX,0.5524,63.81,-0.05,-0.053,3,0,sl
2026-03-05,DGC,0.5524,71.0,0.08,0.077,2,1,tp
2026-03-05,PNJ,0.553,77.34,-0.05,-0.053,2,0,sl
2026-03-05,VHM,0.6393,45.74,-0.05,-0.053,2,0,sl
2026-03-05,VIC,0.8771,164.8,-0.05,-0.053,1,0,sl
2026-03-05,VND,0.5427,18.37,-0.05,-0.053,2,0,sl
2026-03-05,VRE,0.5895,26.08,-0.05,-0.053,2,0,sl
2026-03-06,DCM,0.5485,46.8,-0.05,-0.053,1,0,sl
2026-03-06,DPM,0.6071,29.17,0.08,0.077,4,1,tp
2026-03-06,GVR,0.6547,37.75,-0.05,-0.053,1,0,sl
2026-03-06,POW,0.5624,14.55,-0.05,-0.053,1,0,sl
2026-03-09,DCM,0.5843,43.54,0.08,0.077,3,1,tp
2026-03-09,DGC,0.5852,71.0,0.08,0.077,2,1,tp
2026-03-09,GAS,0.6627,104.3,-0.05,-0.053,1,0,sl
2026-03-09,GVR,0.6691,35.15,-0.05,-0.053,1,0,sl
2026-03-09,PLX,0.6326,55.7,-0.05,-0.053,1,0,sl
2026-03-09,PNJ,0.5511,71.0,0.08,0.077,2,1,tp
2026-03-09,POW,0.5655,13.55,-0.05,-0.053,1,0,sl
2026-03-09,STB,0.5579,60.8,0.08,0.077,2,1,tp
2026-03-09,VHM,0.6207,42.56,0.08,0.077,2,1,tp
2026-03-09,VIC,0.8427,145.6,-0.05,-0.053,9,0,sl
2026-03-09,VRE,0.569,23.61,0.08,0.077,6,1,tp
2026-03-10,NLG,0.5377,25.36,0.08,0.077,4,1,tp
2026-03-11,DXG,0.5506,12.15,-0.05,-0.053,8,0,sl
2026-03-11,MWG,0.5379,85.18,-0.05,-0.053,2,0,sl
2026-03-12,GAS,0.6682,98.7,-0.05,-0.053,1,0,sl
2026-03-12,GVR,0.6322,35.8,-0.05,-0.053,1,0,sl
2026-03-12,PLX,0.6507,50.2,-0.05,-0.053,1,0,sl
2026-03-12,POW,0.5572,13.4,-0.05,-0.053,7,0,sl
2026-03-13,DGC,0.5681,77.4,-0.05,-0.053,1,0,sl
2026-03-13,DPM,0.5843,31.09,-0.05,-0.053,1,0,sl
2026-03-13,VHM,0.6237,47.19,-0.05,-0.053,6,0,sl
2026-03-16,DCM,0.5782,42.12,-0.05,-0.053,1,0,sl
2026-03-16,DGC,0.5805,73.9,-0.05,-0.053,1,0,sl
2026-03-16,DPM,0.5572,28.93,-0.05,-0.053,1,0,sl
2026-03-16,GAS,0.6863,87.9,-0.05,-0.053,4,0,sl
2026-03-16,GVR,0.6335,33.05,-0.05,-0.053,4,0,sl
2026-03-16,PDR,0.5324,15.6,-0.05,-0.053,2,0,sl
2026-03-16,PLX,0.6728,45.08,-0.05,-0.053,4,0,sl
2026-03-17,NLG,0.5615,27.27,-0.05,-0.053,4,0,sl
2026-03-18,STB,0.5458,63.3,-0.05,-0.053,3,0,sl
2026-03-19,DCM,0.5693,42.59,0.08,0.077,6,1,tp
2026-03-19,DGC,0.6506,59.6,-0.05,-0.053,1,0,sl
2026-03-19,DPM,0.5612,28.79,-0.05,-0.053,1,0,sl
2026-03-19,PNJ,0.5377,76.6,-0.05,-0.053,2,0,sl
2026-03-19,VRE,0.5754,25.16,-0.05,-0.053,2,0,sl
2026-03-20,REE,0.5325,58.61,-0.05,-0.053,1,0,sl
2026-03-23,DGC,0.6774,51.7,-0.05,-0.053,5,0,sl
2026-03-23,DPM,0.6017,26.87,0.08,0.077,3,1,tp
2026-03-23,GAS,0.6625,80.5,-0.05,-0.053,11,0,sl
2026-03-23,GVR,0.6595,28.6,0.08,0.077,4,1,tp
2026-03-23,MWG,0.5392,73.06,0.08,0.077,4,1,tp
2026-03-23,PLX,0.6777,39.58,-0.05,-0.053,1,0,sl
2026-03-23,PNJ,0.5623,70.87,-0.05,-0.053,4,0,sl
2026-03-23,POW,0.5513,12.7,-0.0039,-0.0069,25,0,time
2026-03-23,VCI,0.5449,24.45,0.08,0.077,3,1,tp
2026-03-23,VHM,0.6513,47.19,0.08,0.077,7,1,tp
2026-03-23,VIC,0.8134,125.6,0.08,0.077,7,1,tp
2026-03-23,VRE,0.5941,24.48,0.08,0.077,7,1,tp
2026-03-24,DXG,0.6092,12.02,0.08,0.077,6,1,tp
2026-03-24,FRT,0.5396,150.48,-0.05,-0.053,8,0,sl
2026-03-24,KDH,0.5486,25.0,0.016,0.013,25,0,time
2026-03-24,NLG,0.5596,27.67,-0.0159,-0.0189,25,0,time
2026-03-24,PDR,0.5473,15.15,0.08,0.077,3,1,tp
2026-03-24,STB,0.538,60.8,0.08,0.077,11,1,tp
2026-03-24,VPB,0.5528,24.81,0.08,0.077,6,1,tp
2026-03-25,REE,0.548,61.65,-0.05,-0.053,6,0,sl
2026-03-25,VND,0.5458,15.06,0.08,0.077,10,1,tp
2026-03-26,HCM,0.5434,18.75,0.08,0.077,4,1,tp
2026-03-26,PLX,0.6559,38.52,-0.05,-0.053,22,0,sl
2026-03-30,DCM,0.5659,46.32,-0.05,-0.053,2,0,sl
2026-03-30,DPM,0.5859,28.88,-0.05,-0.053,1,0,sl
2026-03-30,GVR,0.6307,33.1,-0.05,-0.053,5,0,sl
2026-03-30,PDR,0.5616,16.6,-0.05,-0.053,5,0,sl
2026-03-30,PNJ,0.5404,72.0,-0.05,-0.053,6,0,sl
2026-04-01,DGC,0.5757,50.5,0.08,0.077,2,1,tp
2026-04-01,SSI,0.5573,22.3,0.0143,0.0113,25,0,time
2026-04-01,VCI,0.5329,27.35,-0.05,-0.053,19,0,sl
2026-04-02,DPM,0.5888,27.62,-0.05,-0.053,2,0,sl
2026-04-02,HCM,0.5654,20.35,0.08,0.077,4,1,tp
2026-04-03,DCM,0.6032,41.93,0.08,0.077,6,1,tp
2026-04-03,DXG,0.557,12.63,-0.05,-0.053,2,0,sl
2026-04-03,VHM,0.6823,57.39,0.08,0.077,7,1,tp
2026-04-03,VIC,0.8044,141.0,0.08,0.077,3,1,tp
2026-04-03,VRE,0.567,25.59,0.08,0.077,8,1,tp
2026-04-06,DGC,0.6504,53.0,0.08,0.077,6,1,tp
2026-04-06,DPM,0.6075,25.84,-0.05,-0.053,15,0,sl
2026-04-07,DXG,0.5545,12.19,0.08,0.077,2,1,tp
2026-04-08,GVR,0.5987,33.2,0.08,0.077,15,1,tp
2026-04-08,PDR,0.5637,16.6,-0.05,-0.053,12,0,sl
2026-04-08,VPB,0.5424,27.12,0.0122,0.0092,25,0,time
2026-04-09,GAS,0.5957,78.4,-0.05,-0.053,12,0,sl
2026-04-09,HCM,0.5689,21.73,0.08,0.077,5,1,tp
2026-04-09,PNJ,0.5565,73.34,-0.05,-0.053,11,0,sl
2026-04-09,VIC,0.812,149.2,0.08,0.077,2,1,tp
2026-04-10,STB,0.5598,66.9,-0.05,-0.053,4,0,sl
2026-04-10,VND,0.5356,16.28,-0.05,-0.053,12,0,sl
2026-04-13,DXG,0.5868,13.55,-0.05,-0.053,7,0,sl
2026-04-13,VIC,0.8268,160.0,0.08,0.077,2,1,tp
2026-04-14,HSG,0.5617,12.61,-0.05,-0.053,7,0,sl
2026-04-14,VHM,0.6712,62.07,0.08,0.077,2,1,tp
2026-04-15,DCM,0.5517,42.02,-0.05,-0.053,7,0,sl
2026-04-16,DGC,0.5659,54.9,-0.05,-0.053,14,0,sl
2026-04-16,VRE,0.6097,28.59,0.08,0.077,8,1,tp
2026-04-17,VIC,0.8579,187.9,-0.05,-0.053,1,0,sl
2026-04-20,HCM,0.593,24.1,-0.05,-0.053,3,0,sl
2026-04-20,VHM,0.5995,69.87,0.08,0.077,10,1,tp
2026-04-20,VIC,0.8581,191.0,0.08,0.077,2,1,tp
2026-04-21,STB,0.5423,67.7,0.08,0.077,9,1,tp
2026-04-24,TCB,0.5475,33.54,-0.05,-0.053,15,0,sl
2026-04-24,VIC,0.8727,212.1,0.08,0.077,6,1,tp
2026-04-28,GAS,0.5747,73.5,0.08,0.077,2,1,tp
2026-04-28,PLX,0.5875,35.67,0.08,0.077,9,1,tp
2026-04-29,DXG,0.5435,13.47,-0.05,-0.053,14,0,sl
2026-04-29,PDR,0.5365,16.45,-0.05,-0.053,15,0,sl
2026-04-29,VRE,0.5874,31.2,0.08,0.077,2,1,tp
2026-05-04,GAS,0.5744,76.5,0.08,0.077,8,1,tp
2026-05-04,GVR,0.561,36.05,-0.05,-0.053,6,0,sl
2026-05-04,VIC,0.7951,212.0,0.08,0.077,3,1,tp
2026-05-04,VRE,0.5711,32.55,0.08,0.077,2,1,tp
2026-05-06,POW,0.5394,14.35,-0.05,-0.053,10,0,sl
2026-05-06,VHM,0.5691,72.71,0.08,0.077,2,1,tp
2026-05-07,DGC,0.5643,53.9,-0.05,-0.053,2,0,sl
2026-05-07,STB,0.5521,73.7,-0.05,-0.053,12,0,sl
2026-05-08,VRE,0.5733,34.67,-0.05,-0.053,1,0,sl
2026-05-11,DGC,0.6115,48.6,-0.05,-0.053,15,0,sl
2026-05-11,VIC,0.7442,223.0,-0.05,-0.053,2,0,sl
2026-05-11,VRE,0.5708,32.45,-0.05,-0.053,9,0,sl
2026-05-12,PLX,0.5544,36.49,0.08,0.077,2,1,tp
2026-05-12,VHM,0.5496,77.14,-0.05,-0.053,1,0,sl
2026-05-13,DCM,0.544,41.12,-0.05,-0.053,5,0,sl
2026-05-14,GVR,0.5578,36.2,0.08,0.077,2,1,tp
2026-05-15,VHM,0.5827,76.08,-0.05,-0.053,8,0,sl
2026-05-15,VIC,0.7612,228.0,-0.05,-0.053,4,0,sl
2026-05-18,BID,0.5352,41.91,-0.05,-0.053,2,0,sl
2026-05-18,DPM,0.5408,26.36,-0.05,-0.053,1,0,sl
2026-05-18,GAS,0.6464,93.0,-0.05,-0.053,1,0,sl
2026-05-18,GVR,0.5515,39.3,-0.05,-0.053,1,0,sl
2026-05-18,PLX,0.6253,43.59,-0.05,-0.053,1,0,sl
2026-05-19,VND,0.5454,16.47,-0.05,-0.053,1,0,sl
2026-05-21,GAS,0.6297,87.3,-0.05,-0.053,2,0,sl
2026-05-21,GVR,0.5633,36.2,-0.05,-0.053,2,0,sl
2026-05-21,PLX,0.63,41.46,-0.05,-0.053,2,0,sl
2026-05-21,VCB,0.5344,64.36,-0.05,-0.053,8,0,sl
2026-05-22,VIC,0.7689,216.5,-0.05,-0.053,3,0,sl
2026-05-22,VND,0.5556,16.96,0.08,0.077,17,1,tp
2026-05-25,GAS,0.6309,82.0,0.08,0.077,8,1,tp
2026-05-25,GVR,0.5872,34.3,-0.05,-0.053,24,0,sl
2026-05-25,PLX,0.6375,38.33,0.08,0.077,9,1,tp
2026-05-25,VRE,0.5684,31.68,-0.05,-0.053,2,0,sl
2026-05-26,PDR,0.5466,16.95,-0.05,-0.053,3,0,sl
2026-05-28,VHM,0.5683,75.93,-0.05,-0.053,4,0,sl
2026-05-28,VIC,0.7717,210.8,-0.05,-0.053,4,0,sl
2026-05-29,VRE,0.569,31.15,-0.05,-0.053,3,0,sl
2026-06-03,ACB,0.5586,22.4,0.0134,0.0104,25,0,time
2026-06-04,STB,0.5392,70.4,0.08,0.077,17,1,tp
2026-06-04,VHM,0.5608,72.22,-0.05,-0.053,6,0,sl
2026-06-04,VIC,0.7229,200.2,-0.05,-0.053,7,0,sl
2026-06-04,VRE,0.5616,30.04,-0.05,-0.053,3,0,sl
2026-06-08,GAS,0.597,83.9,-0.05,-0.053,6,0,sl
2026-06-08,PLX,0.6035,40.26,-0.05,-0.053,5,0,sl
2026-06-10,VRE,0.5386,28.64,-0.05,-0.053,5,0,sl
2026-06-15,DGC,0.5334,47.85,0.08,0.077,6,1,tp
2026-06-15,VHM,0.5669,65.53,0.08,0.077,4,1,tp
2026-06-15,VIC,0.6903,192.6,0.08,0.077,5,1,tp
2026-06-16,NLG,0.5493,28.0,-0.05,-0.053,4,0,sl
2026-06-17,PLX,0.5739,37.31,-0.05,-0.053,12,0,sl
2026-06-18,GAS,0.5694,81.8,-0.05,-0.053,4,0,sl
2026-06-22,VHM,0.5575,74.83,-0.05,-0.053,15,0,sl
2026-06-22,VRE,0.56,29.65,-0.05,-0.053,5,0,sl
2026-06-24,VIC,0.7527,230.5,-0.05,-0.053,3,0,sl
2026-06-25,GAS,0.5479,77.5,-0.05,-0.053,7,0,sl
2026-06-26,NLG,0.534,26.45,-0.05,-0.053,6,0,sl
2026-06-30,VIC,0.7145,220.0,-0.05,-0.053,16,0,sl
2026-07-06,HDB,0.5354,27.2,-0.05,-0.053,12,0,sl
2026-07-08,PNJ,0.5495,52.0,-0.05,-0.053,2,0,sl
2026-07-08,VND,0.5325,18.7,-0.05,-0.053,3,0,sl
2026-07-09,GAS,0.5364,77.0,-0.05,-0.053,7,0,sl
2026-07-21,GAS,0.5546,68.0,-0.05,-0.053,1,0,sl
2026-07-21,PNJ,0.5443,38.15,-0.05,-0.053,1,0,sl
2026-07-23,VHM,0.5348,66.0,0.08,0.077,5,1,tp
2026-07-24,PNJ,0.5766,30.75,0.08,0.077,2,1,tp
2026-07-24,VIC,0.6724,213.1,-0.05,-0.053,15,0,sl
