rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
28,VNM,Retail/Consumer,2026-08-28,62300,0.4044,0.471,0.4805,0.3213,0.296,0.4533014,67284,59185,25,57.259068907048515,True,0.5562640616439155
29,DCM,Materials,2026-08-28,30850,0.4035,0.4736,0.4877,0.3807,0.4003,0.27501616,33318,29308,25,45.857855131013324,False,0.701295256619955
30,MSN,Retail/Consumer,2026-08-28,70200,0.4007,0.5032,0.4838,0.3279,0.3312,0.3574284,75816,66690,25,60.966621806948595,True,0.812814364253129
31,HCM,Securities,2026-08-28,26050,0.3962,0.4841,0.4948,0.3627,0.3595,0.27988905,28134,24748,25,55.40947169193153,True,1.0331545787936458
32,SAB,Retail/Consumer,2026-08-28,45600,0.3904,0.4353,0.4641,0.3101,0.2942,0.44819233,49248,43320,25,51.61836519990565,True,0.6747551963984986
33,HPG,Materials,2026-08-28,22100,0.3832,0.4678,0.4628,0.32,0.3361,0.32910648,23868,20995,25,53.4621817891313,False,0.8101946189967877
34,REE,Utilities,2026-08-28,45550,0.375,0.4379,0.3678,0.2783,0.2631,0.5278804,49194,43272,25,43.45224686621193,False,0.9465008505895466
35,POW,Utilities,2026-08-28,13100,0.3678,0.4236,0.3623,0.2527,0.2471,0.55310035,14148,12445,25,38.46362213846559,False,1.310668847187959
36,HSG,Materials,2026-08-28,10900,0.3607,0.4748,0.454,0.3145,0.3154,0.24469858,11772,10355,25,50.9890382780522,False,1.1352821734912102
37,ACB,Bank,2026-08-28,22650,0.3562,0.4333,0.4691,0.3261,0.3233,0.22908072,24462,21518,25,54.593147883267775,True,0.6275750877385051
38,TPB,Bank,2026-08-28,14650,0.342,0.4424,0.454,0.3166,0.3141,0.18308434,15822,13918,25,49.45043572853653,False,0.8865708988812208
