rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
1,PNJ,Retail/Consumer,2026-09-11,37900,0.6248,0.5673,0.6132,0.52,0.5763,0.84719694,40932,36005,25,44.284496434978244,False,0.33868263709960583
2,VIC,RealEstate,2026-09-11,247500,0.6023,0.6706,0.6192,0.4651,0.4808,0.7758337,267300,235125,25,66.20810206032044,True,0.12679187843070036
3,GVR,Materials,2026-09-11,31550,0.5576,0.5236,0.5017,0.4025,0.4701,0.89022565,34074,29972,25,51.38202854037353,True,0.3723707491754889
4,VRE,RealEstate,2026-09-11,25850,0.5416,0.5312,0.5257,0.4036,0.3867,0.8608888,27918,24558,25,52.09129591329957,True,0.29217229136563533
5,GAS,Energy,2026-09-11,85000,0.5226,0.5698,0.5159,0.3743,0.379,0.77390385,91800,80750,25,61.996329551627085,True,0.37641370443619454
6,PDR,RealEstate,2026-09-11,11750,0.5093,0.4628,0.5107,0.3758,0.4005,0.796571,12690,11162,25,36.5824484318983,False,0.5723840371372306
7,SSI,Securities,2026-09-11,20650,0.487,0.4852,0.4922,0.3573,0.3666,0.7335155,22302,19617,25,51.729912120311226,True,0.5540416839079702
8,FPT,Technology,2026-09-11,73200,0.4668,0.4962,0.4857,0.3508,0.3476,0.6538252,79056,69540,25,57.98086055899129,True,0.485732054680929
9,FRT,Retail/Consumer,2026-09-11,137800,0.4644,0.5262,0.4672,0.3143,0.314,0.7005308,148824,130910,25,49.63201338738905,True,0.22923117543985982
10,DGC,Materials,2026-09-11,47050,0.4629,0.5696,0.5224,0.3983,0.4135,0.41060588,50814,44698,25,62.17215630092948,True,0.7143896708734433
11,PLX,Energy,2026-09-11,35600,0.441,0.5218,0.5409,0.4074,0.4347,0.30011338,38448,33820,25,47.66608059727165,True,0.613015770677734
12,VHM,RealEstate,2026-09-11,72400,0.4398,0.4827,0.5282,0.3745,0.3475,0.46600002,78192,68780,25,49.75759639768217,True,0.35364283380545913
