rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
1,PNJ,Retail/Consumer,2026-09-08,39000,0.6543,0.6349,0.6551,0.541,0.5834,0.8572139,42120,37050,25,47.600971858399966,False,0.44692748331803117
2,VIC,RealEstate,2026-09-08,241700,0.6209,0.6852,0.6219,0.4813,0.504,0.81223124,261036,229615,25,63.217152961970754,True,0.2128439884154454
3,PDR,RealEstate,2026-09-08,11900,0.5742,0.4966,0.5742,0.4221,0.5071,0.8707731,12852,11305,25,39.81806170394611,False,0.3185997477543397
4,GVR,Materials,2026-09-08,31700,0.5696,0.5194,0.5495,0.423,0.4731,0.8828198,34236,30115,25,52.97994316232529,True,0.22937893036671397
5,VRE,RealEstate,2026-09-08,26350,0.5325,0.5628,0.5248,0.37,0.4079,0.79718685,28458,25032,25,57.77761609464057,True,0.49613142952124095
6,GAS,Energy,2026-09-08,84000,0.5008,0.5495,0.5377,0.3975,0.4228,0.5967152,90720,79800,25,61.52082344445703,True,0.18400413936642113
7,VCI,Securities,2026-09-08,21850,0.4953,0.5225,0.4883,0.3513,0.3499,0.7643406,23598,20758,25,48.484418751831726,False,0.307064920430339
8,SSI,Securities,2026-09-08,21200,0.4878,0.5285,0.4991,0.3566,0.3514,0.70344794,22896,20140,25,59.09024578214073,True,0.38264969515708397
9,DXG,RealEstate,2026-09-08,11400,0.4877,0.5459,0.5534,0.4317,0.453,0.45435995,12312,10830,25,48.35077023370538,False,0.5347611100697206
10,FPT,Technology,2026-09-08,72300,0.4864,0.4954,0.4865,0.3441,0.353,0.75309527,78084,68685,25,56.992298412549864,True,0.3423299301144489
11,KDH,RealEstate,2026-09-08,17350,0.4735,0.5104,0.5363,0.3956,0.4042,0.5211734,18738,16482,25,39.929860182039505,False,0.16585096274267358
12,DGC,Materials,2026-09-08,46500,0.4726,0.5726,0.5338,0.3985,0.4497,0.40828976,50220,44175,25,61.710231974532,True,0.5173666618224095
13,BID,Bank,2026-09-08,36000,0.4545,0.4487,0.4176,0.2839,0.2679,0.85460067,38880,34200,25,46.30519271394659,False,0.23819180252141262
14,MBB,Bank,2026-09-08,20150,0.4541,0.4262,0.4402,0.276,0.2661,0.86205107,21762,19142,25,47.8671641934182,True,0.3096072731871732
15,PLX,Energy,2026-09-08,35250,0.4413,0.5013,0.5345,0.3651,0.3894,0.4162829,38070,33488,25,45.13471487558814,True,0.2795734535479059
16,MWG,Retail/Consumer,2026-09-08,72100,0.4401,0.4571,0.4057,0.2633,0.2566,0.81780463,77868,68495,25,45.56043532795718,False,0.36273935913412464
17,VND,Securities,2026-09-08,16150,0.4373,0.4848,0.4356,0.2864,0.293,0.68649507,17442,15342,25,43.17919897502357,False,0.31673519437143877
18,FRT,Retail/Consumer,2026-09-08,139000,0.4365,0.4968,0.481,0.2827,0.2561,0.6658694,150120,132050,25,51.912267052821285,True,0.157896830131647
19,HDB,Bank,2026-09-08,27350,0.4326,0.4486,0.4749,0.3097,0.3044,0.62562513,29538,25982,25,55.531076220895066,True,0.40468471488610164
20,VHM,RealEstate,2026-09-08,73600,0.432,0.5324,0.5118,0.3748,0.367,0.3740714,79488,69920,25,53.911967043238775,True,0.4742324571674092
21,VPB,Bank,2026-09-08,27150,0.4001,0.4966,0.4957,0.3305,0.2899,0.38778946,29322,25792,25,58.559685876236465,True,0.2728605746540125
22,DPM,Materials,2026-09-08,22700,0.3982,0.476,0.485,0.3238,0.3086,0.3977262,24516,21565,25,56.15062451610002,True,0.5007327147927767
23,TCB,Bank,2026-09-08,32100,0.3935,0.472,0.4883,0.3065,0.28,0.42061055,34668,30495,25,52.94244339574724,True,0.19754579186904203
24,DCM,Materials,2026-09-08,32450,0.3916,0.4934,0.4855,0.331,0.3086,0.33945996,35046,30828,25,57.30876071345235,True,0.8624964945166861
25,NLG,RealEstate,2026-09-08,25150,0.3823,0.5371,0.5121,0.354,0.3368,0.17141026,27162,23892,25,61.52954117095629,True,0.49863414825878466
26,STB,Bank,2026-09-08,76500,0.3776,0.4609,0.4837,0.3213,0.2864,0.33575615,82620,72675,25,59.12424656887216,True,0.21566965630073917
27,VNM,Retail/Consumer,2026-09-08,60800,0.3766,0.4222,0.4359,0.2602,0.2456,0.51913965,65664,57760,25,47.08889863681888,True,0.23150904419609145
28,MSN,Retail/Consumer,2026-09-08,68200,0.3571,0.4329,0.4689,0.3199,0.325,0.23892288,73656,64790,25,48.551747967778745,True,0.3091114092111265
29,HCM,Securities,2026-09-08,26650,0.3531,0.5011,0.489,0.3396,0.2646,0.17105341,28782,25318,25,61.628548257984065,True,0.2684814865596583
