rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
18,DXG,RealEstate,2026-09-03,11850,0.4566,0.538,0.538,0.391,0.3812,0.43476102,12798,11257,25,56.87021944635531,True,0.49502792660226425
19,VHM,RealEstate,2026-09-03,72800,0.4519,0.5398,0.5308,0.3751,0.398,0.4157511,78624,69160,25,53.005396652911294,True,0.3175651873214229
20,FRT,Retail/Consumer,2026-09-03,144000,0.4351,0.5042,0.504,0.3218,0.2886,0.5568229,155520,136800,25,60.217719664873506,True,0.1444274915042652
21,DPM,Materials,2026-09-03,23000,0.4351,0.5239,0.4888,0.3278,0.3222,0.51296175,24840,21850,25,63.01687254198647,True,2.4604507181749193
22,HDB,Bank,2026-09-03,27450,0.4324,0.4474,0.4776,0.3153,0.3061,0.61569977,29646,26077,25,57.0473671169446,True,0.546257900881678
23,VNM,Retail/Consumer,2026-09-03,61800,0.4189,0.4442,0.475,0.311,0.3169,0.54717666,66744,58710,25,53.42398232592932,True,0.4393457726364072
24,VCB,Bank,2026-09-03,59200,0.415,0.4717,0.4789,0.3495,0.3803,0.3944083,63936,56240,25,51.622289825725005,True,0.9546117501949958
25,VPB,Bank,2026-09-03,27300,0.4112,0.5207,0.486,0.3206,0.3189,0.40968722,29484,25935,25,64.07781190674703,True,0.6848215198936279
26,NLG,RealEstate,2026-09-03,24550,0.405,0.528,0.5301,0.3768,0.3846,0.205303,26514,23322,25,60.28581708132624,True,0.9844891929715441
27,TCB,Bank,2026-09-03,32450,0.4019,0.4726,0.5052,0.3405,0.3333,0.35811764,35046,30828,25,55.930445028947695,True,0.724290210309599
28,MSN,Retail/Consumer,2026-09-03,68800,0.3874,0.4661,0.4808,0.3452,0.3556,0.28908637,74304,65360,25,52.310928270111276,True,0.6971392949877746
29,DCM,Materials,2026-09-03,32100,0.3803,0.4985,0.4813,0.3369,0.3317,0.2530787,34668,30495,25,56.81193725073502,True,1.9067553354201499
30,STB,Bank,2026-09-03,74900,0.3761,0.4584,0.485,0.3378,0.3097,0.28951252,80892,71155,25,55.36030973422464,True,0.39198319671044735
31,HCM,Securities,2026-09-03,26200,0.3756,0.4824,0.4901,0.3436,0.3343,0.22761592,28296,24890,25,56.928866813535755,True,0.43852713937767285
32,SAB,Retail/Consumer,2026-09-03,45100,0.367,0.4198,0.4338,0.2815,0.2584,0.441304,48708,42845,25,47.52959805357743,True,0.5836835988606888
33,HPG,Materials,2026-09-03,21700,0.3586,0.4584,0.4505,0.302,0.3099,0.27197865,23436,20615,25,47.86379719150773,False,0.7722617394680723
34,POW,Utilities,2026-09-03,13150,0.3567,0.4168,0.3588,0.241,0.2267,0.54033214,14202,12492,25,40.13009576578292,False,0.533496733959019
35,HSG,Materials,2026-09-03,10800,0.3495,0.4647,0.4465,0.3122,0.3318,0.19253433,11664,10260,25,48.05551482347381,False,0.9746178836355991
36,ACB,Bank,2026-09-03,22350,0.3423,0.4258,0.4442,0.2928,0.3073,0.24139678,24138,21232,25,49.81518690131997,False,0.6404584664831816
37,REE,Utilities,2026-09-03,45450,0.3308,0.4326,0.3409,0.2213,0.2059,0.45315227,49086,43178,25,42.700349177317634,False,0.5462822458270106
38,TPB,Bank,2026-09-03,14600,0.3131,0.4324,0.4417,0.2783,0.2624,0.15079068,15768,13870,25,48.189337438323165,False,0.2442430668538305
