rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
1,VRE,RealEstate,2026-08-25,25500,0.5949,0.516,0.5748,0.4878,0.5508,0.8452406,27540,24225,25,54.355598936657316,False,0.7125800485846279
2,VIC,RealEstate,2026-08-25,223800,0.587,0.6397,0.6102,0.485,0.5256,0.6747318,241704,212610,25,61.46744223597232,True,1.1121182451774592
3,KDH,RealEstate,2026-08-25,18200,0.5586,0.5039,0.6143,0.5106,0.4892,0.6749845,19656,17290,25,49.09279714587913,False,0.5316597755463673
4,PDR,RealEstate,2026-08-25,12700,0.5435,0.5341,0.5926,0.5009,0.4869,0.602776,13716,12065,25,55.25514261284929,False,0.43359232701645267
5,VCI,Securities,2026-08-25,22400,0.5393,0.5015,0.5206,0.4031,0.3935,0.8779049,24192,21280,25,55.64418963148864,False,0.838033295388025
6,DXG,RealEstate,2026-08-25,11750,0.5347,0.5355,0.5617,0.4475,0.4165,0.712311,12690,11162,25,57.51178670353217,True,0.30162556647166794
7,PLX,Energy,2026-08-25,37500,0.5058,0.5503,0.5599,0.4744,0.4422,0.50223124,40500,35625,25,59.43035098350101,True,0.7649924041816327
8,GAS,Energy,2026-08-25,82800,0.505,0.5636,0.5576,0.442,0.4565,0.5051596,89424,78660,25,60.916537523330156,True,0.8011530916623846
9,GVR,Materials,2026-08-25,31850,0.5016,0.5224,0.5294,0.3956,0.4115,0.64916617,34398,30258,25,57.50291530032977,True,0.37463299574440007
10,DGC,Materials,2026-08-25,44250,0.4989,0.521,0.5445,0.4274,0.4999,0.50191677,47790,42038,25,57.51688935346011,True,0.6667551860438988
11,PNJ,Retail/Consumer,2026-08-25,42200,0.4938,0.6986,0.6141,0.4979,0.4657,0.1926288,45576,40090,25,58.18110082130124,False,2.8013800243135134
12,VND,Securities,2026-08-25,16750,0.4909,0.4968,0.5009,0.3799,0.3752,0.7014765,18090,15912,25,50.6789462427623,False,0.6427259658986915
13,SSI,Securities,2026-08-25,21150,0.4658,0.5117,0.5032,0.3353,0.333,0.6456545,22842,20092,25,62.83546141886282,True,0.6674849561982674
14,DCM,Materials,2026-08-25,31100,0.4651,0.4593,0.4949,0.3739,0.4166,0.58100104,33588,29545,25,47.69106438285588,False,0.6996203359030582
15,VHM,RealEstate,2026-08-25,75000,0.443,0.5163,0.5462,0.4176,0.3742,0.3606767,81000,71250,25,58.83386938669092,True,0.8787159871540302
16,FPT,Technology,2026-08-25,71200,0.4327,0.4854,0.4928,0.3514,0.3768,0.45733497,76896,67640,25,56.79824329780956,True,0.3621644104644332
17,BID,Bank,2026-08-25,36950,0.4324,0.4759,0.487,0.3489,0.3771,0.4732461,39906,35102,25,57.58637118865615,True,0.5073655009478486
18,MBB,Bank,2026-08-25,20800,0.4202,0.4749,0.4815,0.3057,0.3044,0.5343456,22464,19760,25,63.723050484593074,True,0.38970193332223024
19,NLG,RealEstate,2026-08-25,24100,0.4182,0.5213,0.5344,0.3691,0.3805,0.28586498,26028,22895,25,57.764224913131784,True,0.29687539172509464
