date,symbol,prob,entry,gross_ret,net_ret,hold_days,win,exit_reason
2026-03-09,MSN,0.6326,68.2,0.08,0.077,3,1,tp
2026-03-09,VPB,0.69,24.37,0.08,0.077,16,1,tp
2026-03-10,HDB,0.6603,25.15,-0.05,-0.053,9,0,sl
2026-03-10,TCB,0.8371,29.68,-0.05,-0.053,20,0,sl
2026-03-10,VHM,0.6369,43.24,0.08,0.077,3,1,tp
2026-03-12,PDR,0.6544,15.25,-0.05,-0.053,7,0,sl
2026-03-12,SSI,0.6492,23.3,-0.05,-0.053,5,0,sl
2026-03-12,TPB,0.6612,16.05,-0.05,-0.053,7,0,sl
2026-03-13,ACB,0.8558,20.2,0.0129,0.0099,25,0,time
2026-03-13,DPM,0.7382,31.09,-0.05,-0.053,1,0,sl
2026-03-13,KDH,0.6573,26.0,-0.05,-0.053,6,0,sl
2026-03-13,MBB,0.72,20.94,0.0115,0.0085,25,0,time
2026-03-16,DPM,0.7497,28.93,-0.05,-0.053,1,0,sl
2026-03-16,NLG,0.6777,27.47,-0.05,-0.053,5,0,sl
2026-03-16,VHM,0.6307,48.15,-0.05,-0.053,5,0,sl
2026-03-17,VRE,0.6336,25.55,-0.05,-0.053,3,0,sl
2026-03-18,DXG,0.6589,12.11,-0.05,-0.053,3,0,sl
2026-03-23,KDH,0.6493,24.0,0.08,0.077,2,1,tp
2026-03-23,PDR,0.6874,14.5,0.08,0.077,4,1,tp
2026-03-23,SSI,0.688,20.3,0.08,0.077,7,1,tp
2026-03-24,DXG,0.7551,12.02,0.08,0.077,6,1,tp
2026-03-24,GAS,0.644,80.7,-0.05,-0.053,10,0,sl
2026-03-24,HDB,0.7085,24.3,0.08,0.077,11,1,tp
2026-03-25,NLG,0.7785,28.75,-0.05,-0.053,8,0,sl
2026-03-25,VHM,0.7337,50.17,0.08,0.077,6,1,tp
2026-03-26,VND,0.6426,15.06,0.08,0.077,9,1,tp
2026-03-26,VRE,0.6495,24.68,0.08,0.077,5,1,tp
2026-03-27,GVR,0.6801,32.1,0.08,0.077,23,1,tp
2026-03-27,KDH,0.6675,26.4,-0.05,-0.053,6,0,sl
2026-03-27,PLX,0.7211,40.79,-0.05,-0.053,4,0,sl
2026-03-27,TPB,0.8169,16.25,0.0,-0.003,25,0,time
2026-04-01,DPM,0.6956,27.06,-0.05,-0.053,16,0,sl
2026-04-01,POW,0.8296,13.05,-0.05,-0.053,4,0,sl
2026-04-02,VPB,0.7493,25.79,0.08,0.077,11,1,tp
2026-04-03,DXG,0.7596,12.63,-0.05,-0.053,2,0,sl
2026-04-03,PDR,0.6892,15.9,0.0283,0.0253,25,0,time
2026-04-03,SSI,0.7622,21.58,0.08,0.077,3,1,tp
2026-04-06,KDH,0.6803,25.0,-0.05,-0.053,22,0,sl
2026-04-06,PNJ,0.6891,69.74,0.08,0.077,10,1,tp
2026-04-06,VIC,0.6454,141.6,0.08,0.077,2,1,tp
2026-04-06,VRE,0.8055,24.87,0.08,0.077,3,1,tp
2026-04-07,CTG,0.6312,33.19,0.08,0.077,12,1,tp
2026-04-07,DCM,0.6356,41.88,0.08,0.077,4,1,tp
2026-04-07,DGC,0.6309,54.2,-0.05,-0.053,21,0,sl
2026-04-07,DXG,0.7863,12.19,0.08,0.077,2,1,tp
2026-04-07,NLG,0.6964,27.18,0.08,0.077,2,1,tp
2026-04-07,VCI,0.6331,27.2,-0.05,-0.053,17,0,sl
2026-04-08,POW,0.7871,13.0,0.08,0.077,17,1,tp
2026-04-10,VIC,0.641,151.7,0.08,0.077,2,1,tp
2026-04-13,DXG,0.6395,13.55,-0.05,-0.053,7,0,sl
2026-04-13,NLG,0.8023,28.75,-0.05,-0.053,8,0,sl
2026-04-13,VRE,0.8626,26.61,0.08,0.077,3,1,tp
2026-04-17,VND,0.643,16.08,0.08,0.077,23,1,tp
2026-04-20,HSG,0.6631,12.46,-0.05,-0.053,19,0,sl
2026-04-20,REE,0.6304,56.78,-0.05,-0.053,3,0,sl
2026-04-20,VPB,0.722,27.56,-0.05,-0.053,6,0,sl
2026-04-20,VRE,0.6928,28.44,0.08,0.077,6,1,tp
2026-04-21,VHM,0.6464,70.2,0.08,0.077,9,1,tp
2026-04-22,SSI,0.6316,22.5,-0.05,-0.053,17,0,sl
2026-04-23,HPG,0.6472,24.82,-0.05,-0.053,16,0,sl
2026-04-23,MSN,0.6571,78.2,-0.05,-0.053,24,0,sl
2026-04-24,DXG,0.7563,13.07,0.08,0.077,3,1,tp
2026-04-28,DPM,0.6518,24.02,0.08,0.077,9,1,tp
2026-04-28,NLG,0.8154,27.03,-0.05,-0.053,9,0,sl
2026-04-29,HDB,0.6414,26.6,-0.05,-0.053,13,0,sl
2026-05-04,DXG,0.689,13.6,-0.05,-0.053,13,0,sl
2026-05-04,VPB,0.861,26.48,-0.0332,-0.0362,25,0,time
2026-05-06,TCB,0.631,33.2,-0.05,-0.053,10,0,sl
2026-05-08,DGC,0.6394,52.2,-0.05,-0.053,1,0,sl
2026-05-08,GVR,0.7243,35.7,0.08,0.077,6,1,tp
2026-05-08,TPB,0.6466,16.0,-0.05,-0.053,8,0,sl
2026-05-11,VRE,0.6332,32.45,-0.05,-0.053,9,0,sl
2026-05-12,NLG,0.6291,26.29,-0.05,-0.053,6,0,sl
2026-05-14,MBB,0.6502,20.7,-0.05,-0.053,4,0,sl
2026-05-15,GAS,0.7215,89.4,-0.05,-0.053,3,0,sl
2026-05-18,FPT,0.6736,73.88,-0.0444,-0.0474,25,0,time
2026-05-18,GVR,0.6703,39.3,-0.05,-0.053,1,0,sl
2026-05-18,HSG,0.8026,12.0,0.08,0.077,6,1,tp
2026-05-18,PLX,0.6832,43.59,-0.05,-0.053,1,0,sl
2026-05-19,HDB,0.7418,26.7,-0.05,-0.053,1,0,sl
2026-05-21,GAS,0.6654,87.3,-0.05,-0.053,2,0,sl
2026-05-21,GVR,0.7244,36.2,-0.05,-0.053,2,0,sl
2026-05-21,PLX,0.6818,41.46,-0.05,-0.053,2,0,sl
2026-05-25,GAS,0.7568,82.0,0.08,0.077,8,1,tp
2026-05-25,GVR,0.7264,34.3,-0.05,-0.053,24,0,sl
2026-05-25,PLX,0.7804,38.33,0.08,0.077,9,1,tp
2026-05-26,CTG,0.6696,34.71,-0.05,-0.053,9,0,sl
2026-05-26,DGC,0.6505,47.9,-0.05,-0.053,4,0,sl
2026-05-26,SSI,0.6401,22.38,-0.05,-0.053,9,0,sl
2026-05-27,BID,0.6393,40.06,-0.05,-0.053,4,0,sl
2026-05-27,VCB,0.6841,63.67,-0.05,-0.053,8,0,sl
2026-05-29,POW,0.6603,13.7,0.08,0.077,20,1,tp
2026-05-29,STB,0.6719,68.0,0.08,0.077,7,1,tp
2026-06-02,DGC,0.7078,45.7,0.08,0.077,14,1,tp
2026-06-02,NLG,0.6474,25.56,0.08,0.077,10,1,tp
2026-06-03,HCM,0.6624,23.54,0.0327,0.0297,25,0,time
2026-06-03,VHM,0.6367,71.45,-0.05,-0.053,7,0,sl
2026-06-05,BID,0.6705,38.86,-0.0239,-0.0269,25,0,time
2026-06-08,GAS,0.9075,83.9,-0.05,-0.053,6,0,sl
2026-06-08,PLX,0.9269,40.26,-0.05,-0.053,5,0,sl
2026-06-08,VIC,0.6288,195.0,-0.05,-0.053,5,0,sl
2026-06-09,SSI,0.7068,21.18,-0.05,-0.053,24,0,sl
2026-06-09,STB,0.7288,72.0,-0.05,-0.053,25,0,sl
2026-06-10,PNJ,0.6297,64.0,-0.05,-0.053,17,0,sl
2026-06-15,VHM,0.7772,65.53,0.08,0.077,4,1,tp
2026-06-16,FRT,0.6446,124.67,-0.05,-0.053,8,0,sl
2026-06-17,PLX,0.9065,37.31,-0.05,-0.053,12,0,sl
2026-06-17,VIC,0.6732,192.0,0.08,0.077,2,1,tp
2026-06-17,VPB,0.642,26.5,-0.05,-0.053,21,0,sl
2026-06-18,GAS,0.9354,81.8,-0.05,-0.053,4,0,sl
2026-06-22,VHM,0.8274,74.83,-0.05,-0.053,15,0,sl
2026-06-22,VIC,0.7502,219.8,0.08,0.077,2,1,tp
2026-06-24,MWG,0.7501,76.61,-0.05,-0.053,20,0,sl
2026-06-25,GAS,0.9373,77.5,-0.05,-0.053,7,0,sl
2026-06-29,GVR,0.7193,32.6,-0.05,-0.053,5,0,sl
2026-07-06,GAS,0.8907,74.0,-0.05,-0.053,11,0,sl
2026-07-06,PLX,0.8967,33.89,-0.05,-0.053,11,0,sl
2026-07-07,HDB,0.6842,27.7,-0.05,-0.053,4,0,sl
2026-07-08,GVR,0.9197,31.5,-0.05,-0.053,3,0,sl
2026-07-14,GVR,0.9114,30.5,-0.05,-0.053,4,0,sl
2026-07-20,NLG,0.8011,23.7,-0.05,-0.053,3,0,sl
2026-07-20,PDR,0.7509,12.7,-0.05,-0.053,2,0,sl
2026-07-21,VIC,0.647,217.3,-0.05,-0.053,1,0,sl
