rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
29,POW,Utilities,2026-09-16,12700,0.3333,0.4107,0.4003,0.2797,0.2761,0.29946855,13716,12065,25,39.137127531902394,False,0.5266048603236779
30,MSN,Retail/Consumer,2026-09-16,67000,0.3256,0.4105,0.3943,0.2545,0.2258,0.34281722,72360,63650,25,43.329820020727155,False,0.18962238944962814
31,MWG,Retail/Consumer,2026-09-16,70800,0.3227,0.4443,0.3785,0.2282,0.1844,0.37792492,76464,67260,25,43.71776492467791,False,0.2719854564773463
32,SAB,Retail/Consumer,2026-09-16,44550,0.3179,0.4107,0.4041,0.2244,0.2199,0.3304522,48114,42322,25,45.63896979826246,False,0.10968684082427389
33,HPG,Materials,2026-09-16,21100,0.274,0.41,0.3578,0.2148,0.1891,0.19845638,22788,20045,25,42.1816249560968,False,0.22879941942576104
34,ACB,Bank,2026-09-16,22050,0.2704,0.3758,0.3673,0.1541,0.1527,0.30208418,23814,20947,25,45.05088495714175,False,0.19576063625160323
35,REE,Utilities,2026-09-16,45150,0.2664,0.4102,0.3403,0.2176,0.2162,0.14755003,48762,42892,25,42.55106310719817,False,0.7386012715712988
36,HSG,Materials,2026-09-16,10100,0.2526,0.3838,0.3891,0.2268,0.2071,0.056426328,10908,9595,25,31.804570110043286,False,0.41375564172091256
37,CTG,Bank,2026-09-16,30250,0.2505,0.4035,0.3471,0.2082,0.1768,0.11704565,32670,28737,25,40.210727568118294,False,0.19391252472029497
38,TPB,Bank,2026-09-16,14100,0.2396,0.4019,0.3366,0.1467,0.137,0.17590815,15228,13395,25,39.023950026738746,False,0.2495200778912597
