rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
13,BID,Bank,2026-08-26,36700,0.4786,0.45,0.48,0.3306,0.3184,0.81391126,39636,34865,25,55.100215893994054,False,0.33843025102605756
14,VND,Securities,2026-08-26,16600,0.471,0.4841,0.4902,0.3604,0.3755,0.644723,17928,15770,25,48.750688003606754,False,0.34269713020123005
15,CTG,Bank,2026-08-26,31250,0.4621,0.4241,0.4503,0.2933,0.2931,0.84970045,33750,29688,25,46.40031956745612,False,0.5877010173668477
16,VHM,RealEstate,2026-08-26,72600,0.4619,0.5091,0.5306,0.3698,0.3474,0.5526618,78408,68970,25,52.96844220011492,True,0.36786667078719687
17,MBB,Bank,2026-08-26,20550,0.4587,0.4456,0.477,0.2846,0.269,0.81707555,22194,19522,25,58.95383501804972,True,0.3612344142180443
18,MWG,Retail/Consumer,2026-08-26,73800,0.4549,0.4401,0.4867,0.3124,0.2809,0.754162,79704,70110,25,52.79548512991855,True,0.17601335007232427
19,DCM,Materials,2026-08-26,30850,0.4533,0.4581,0.5001,0.3782,0.4099,0.52011466,33318,29308,25,45.60694432253808,False,0.33184117674944635
20,SSI,Securities,2026-08-26,21200,0.4448,0.5077,0.4965,0.3156,0.315,0.5889845,22896,20140,25,63.42651038935082,True,0.3268334229606118
21,DPM,Materials,2026-08-26,22100,0.4293,0.4657,0.4828,0.3439,0.3392,0.51472664,23868,20995,25,52.78372563613781,True,0.4330839660862846
22,VCB,Bank,2026-08-26,60000,0.4249,0.4661,0.4914,0.3374,0.351,0.47838286,64800,57000,25,58.29793133548796,True,0.7153555770372451
23,FRT,Retail/Consumer,2026-08-26,143200,0.4225,0.4698,0.5155,0.32,0.292,0.51515144,154656,136040,25,61.073132024719236,True,0.14637332620765417
24,HDB,Bank,2026-08-26,26950,0.4141,0.4281,0.4766,0.3234,0.3022,0.5404459,29106,25602,25,53.83416807831404,True,0.518583932939537
25,REE,Utilities,2026-08-26,46050,0.4057,0.4319,0.4509,0.3002,0.3207,0.5247653,49734,43747,25,47.201069115882994,False,0.48782302465155497
26,NLG,RealEstate,2026-08-26,24300,0.3977,0.5119,0.5208,0.3122,0.2815,0.3622123,26244,23085,25,59.064858166386074,True,0.1404913061184832
27,HCM,Securities,2026-08-26,26350,0.3862,0.4696,0.4935,0.3294,0.3191,0.3196356,28458,25032,25,60.201378720714274,True,0.3378575921611014
28,VNM,Retail/Consumer,2026-08-26,62900,0.3805,0.4812,0.4779,0.279,0.237,0.42760265,67932,59755,25,61.63234825871414,True,0.21506893093682158
29,MSN,Retail/Consumer,2026-08-26,69300,0.3796,0.4654,0.4797,0.3059,0.297,0.350075,74844,65835,25,57.00860292361824,True,0.26693646154984124
30,HSG,Materials,2026-08-26,10850,0.3709,0.4519,0.4538,0.3191,0.314,0.31548738,11718,10308,25,49.85706355439352,False,0.3824326085208669
31,VPB,Bank,2026-08-26,26150,0.3691,0.449,0.4721,0.2985,0.2779,0.34806132,28242,24842,25,57.06642394178635,True,0.270027283125854
32,STB,Bank,2026-08-26,74100,0.3632,0.4486,0.4881,0.3455,0.3323,0.20168628,80028,70395,25,53.3972286542839,True,0.46570082038750216
33,HPG,Materials,2026-08-26,21850,0.3625,0.4401,0.4492,0.2934,0.2907,0.33887663,23598,20758,25,50.66157305927243,False,0.330495098106756
34,SAB,Retail/Consumer,2026-08-26,46100,0.362,0.431,0.4717,0.2835,0.2602,0.3634492,49788,43795,25,55.97841024697137,True,0.2219991031236234
35,TCB,Bank,2026-08-26,31100,0.3523,0.4299,0.4741,0.3093,0.3056,0.24244376,33588,29545,25,51.42957862091677,False,0.320617746273358
36,POW,Utilities,2026-08-26,13250,0.3493,0.4129,0.3639,0.2545,0.249,0.46603817,14310,12587,25,41.60757600034335,False,0.505833993699521
37,ACB,Bank,2026-08-26,22300,0.334,0.4077,0.4459,0.301,0.314,0.20139933,24084,21185,25,49.63024261806241,False,0.34815363444562575
38,TPB,Bank,2026-08-26,14450,0.3068,0.4111,0.4297,0.2658,0.2539,0.17362465,15606,13728,25,44.33755169814861,False,0.302104893705656
