rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
20,DPM,Materials,2026-09-17,22950,0.4076,0.4638,0.4817,0.3277,0.3013,0.4635278,24786,21802,25,56.746399032391004,True,0.5245459080372077
21,BID,Bank,2026-09-17,36650,0.4023,0.4651,0.4811,0.3428,0.3779,0.34472606,39582,34817,25,53.60715334688851,True,0.3987174336789073
22,HDB,Bank,2026-09-17,27250,0.3975,0.4414,0.4728,0.3263,0.3154,0.43167767,29430,25888,25,53.53434260462674,True,0.6372686686132714
23,STB,Bank,2026-09-17,76800,0.3956,0.4707,0.4894,0.3294,0.2944,0.39403778,82944,72960,25,56.98968646180797,True,0.23163539492680985
24,MSN,Retail/Consumer,2026-09-17,67900,0.3884,0.4413,0.4731,0.3283,0.3238,0.37571844,73332,64505,25,48.8440629373855,True,0.35454455759174536
25,DCM,Materials,2026-09-17,33350,0.3879,0.5053,0.478,0.2962,0.2607,0.39940715,36018,31682,25,60.86349587718836,True,0.2754761080735451
26,VNM,Retail/Consumer,2026-09-17,60300,0.3867,0.428,0.4175,0.2668,0.224,0.59710985,65124,57285,25,46.63381448540569,True,0.2915256732199778
27,DGC,Materials,2026-09-17,35300,0.384,0.5636,0.4733,0.3304,0.259,0.29379243,38124,33535,25,31.402072495712744,False,0.6011921115185686
28,TCB,Bank,2026-09-17,32550,0.376,0.4736,0.4839,0.3215,0.3221,0.2787366,35154,30922,25,55.598137637983655,True,0.413718192308026
29,VCB,Bank,2026-09-17,59900,0.3697,0.4517,0.4783,0.3421,0.3789,0.1972718,64692,56905,25,55.96854478760614,True,0.5431545621396269
30,MBB,Bank,2026-09-17,20450,0.3635,0.4461,0.45,0.2822,0.2598,0.3796438,22086,19428,25,54.986118968470926,True,0.5833279581049715
31,ACB,Bank,2026-09-17,22600,0.3558,0.4161,0.4464,0.2755,0.2851,0.3557409,24408,21470,25,55.424845098506616,True,0.3365744533459625
32,POW,Utilities,2026-09-17,12650,0.3412,0.4053,0.4177,0.2867,0.3108,0.285698,13662,12018,25,37.51680507280166,False,0.3215468299125558
33,SAB,Retail/Consumer,2026-09-17,44500,0.3354,0.4193,0.3987,0.2348,0.2143,0.4096677,48060,42275,25,46.05962707268864,False,0.16902299711911542
34,HPG,Materials,2026-09-17,21300,0.3342,0.4342,0.4286,0.3022,0.3101,0.19569919,23004,20235,25,45.75647403782161,False,0.4900444096358582
35,CTG,Bank,2026-09-17,30900,0.3307,0.4365,0.4484,0.3009,0.3182,0.14948781,33372,29355,25,47.32971539485626,False,0.47055777114355957
36,REE,Utilities,2026-09-17,45400,0.295,0.4104,0.3942,0.2576,0.2643,0.14839105,49032,43130,25,45.323061022969824,False,0.3156934306569343
37,TPB,Bank,2026-09-17,14150,0.2745,0.4236,0.3589,0.2185,0.2005,0.17122836,15282,13442,25,41.79749732348165,False,0.64600306628468
38,HSG,Materials,2026-09-17,10150,0.2649,0.4103,0.3987,0.2419,0.2202,0.053541727,10962,9642,25,35.288319078845774,False,0.5349383657969843
