rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
23,TCB,Bank,2026-09-15,32150,0.3754,0.4486,0.4658,0.3023,0.2559,0.4045916,34722,30542,25,52.85623317892085,True,0.295076354080755
24,DXG,RealEstate,2026-09-15,10750,0.3722,0.4834,0.4842,0.3627,0.3323,0.19852412,11610,10212,25,37.611577485874506,False,0.16942703027597744
25,VCB,Bank,2026-09-15,59500,0.3632,0.4476,0.4782,0.3426,0.3933,0.15434122,64260,56525,25,54.66764708707249,True,0.9042643258176634
26,SAB,Retail/Consumer,2026-09-15,45050,0.3454,0.4336,0.4395,0.2825,0.2814,0.28977907,48654,42797,25,49.5382184357124,True,0.6453077778299745
27,VNM,Retail/Consumer,2026-09-15,59500,0.3422,0.4044,0.3578,0.2095,0.1577,0.58158195,64260,56525,25,40.897081788833226,False,0.2701092816164628
28,MBB,Bank,2026-09-15,19900,0.3175,0.4064,0.3534,0.2363,0.2069,0.38457116,21492,18905,25,44.776304786087245,False,0.7491425602332511
29,HCM,Securities,2026-09-15,25000,0.3162,0.4251,0.4229,0.2391,0.1997,0.29431027,27000,23750,25,41.437880154789575,False,0.28475930025610974
30,MSN,Retail/Consumer,2026-09-15,66900,0.316,0.407,0.3725,0.2421,0.2062,0.3522001,72252,63555,25,42.15976193114884,False,0.27220576013825704
31,MWG,Retail/Consumer,2026-09-15,70300,0.3067,0.4407,0.3552,0.2159,0.1781,0.34341606,75924,66785,25,41.53007413895299,False,0.36460418397584327
32,ACB,Bank,2026-09-15,22050,0.2911,0.3817,0.365,0.1945,0.2107,0.30358207,23814,20947,25,44.92210141971476,False,0.5110883528776916
33,POW,Utilities,2026-09-15,12300,0.286,0.3555,0.3835,0.2214,0.1915,0.2779373,13284,11685,25,26.5681667583046,False,0.2476069868719821
34,CTG,Bank,2026-09-15,30500,0.2745,0.4221,0.3691,0.2385,0.2322,0.11048969,32940,28975,25,42.387756490219495,False,0.5995755732785956
35,HPG,Materials,2026-09-15,21050,0.2677,0.4078,0.3497,0.2045,0.1613,0.21529523,22734,19998,25,41.10437130114711,False,0.254502622131105
36,HSG,Materials,2026-09-15,10100,0.2577,0.3843,0.3983,0.2345,0.2161,0.05540141,10908,9595,25,30.67686509777046,False,0.6126633092971046
37,REE,Utilities,2026-09-15,45100,0.2496,0.4068,0.3207,0.1961,0.1763,0.14794989,48708,42845,25,41.540360096721514,False,0.49425077568899434
38,TPB,Bank,2026-09-15,14050,0.2446,0.3992,0.3289,0.1847,0.1636,0.1468069,15174,13348,25,36.891269258677035,False,0.7589183111491599
