rank,symbol,sector,date,price_vnd,score,p_LogReg,p_RandomForest,p_GradBoost,p_XGBoost,p_LSTM,tp_price_vnd,sl_price_vnd,time_stop_days,rsi_14,trend_up,vol_ratio
22,VPB,Bank,2026-09-10,27300,0.395,0.4848,0.493,0.3229,0.3013,0.3729794,29484,25935,25,59.63963177018425,True,0.3648062568492443
23,DCM,Materials,2026-09-10,32900,0.3891,0.5093,0.4833,0.3147,0.2775,0.36087635,35532,31255,25,59.8663448055234,True,0.43759680559305414
24,NLG,RealEstate,2026-09-10,24900,0.3831,0.5174,0.5202,0.3433,0.3314,0.20308469,26892,23655,25,57.81637152773427,True,0.24628317600807548
25,MBB,Bank,2026-09-10,20100,0.3825,0.4157,0.3946,0.2435,0.2075,0.6513316,21708,19095,25,46.958096229577855,True,0.2482923134766002
26,VNM,Retail/Consumer,2026-09-10,61600,0.3807,0.4422,0.4221,0.2554,0.2017,0.58194494,66528,58520,25,52.12765480189587,True,0.2936234562715282
27,MSN,Retail/Consumer,2026-09-10,68800,0.3744,0.4433,0.473,0.3178,0.3058,0.33233956,74304,65360,25,52.38023699233819,True,0.30600652780781495
28,HPG,Materials,2026-09-10,21950,0.3563,0.4354,0.4663,0.3267,0.3135,0.23980781,23706,20852,25,51.69718587361375,False,0.24642184662611585
29,VND,Securities,2026-09-10,15700,0.3468,0.4427,0.3998,0.2659,0.2572,0.36853474,16956,14915,25,37.120671438501155,False,0.6102259744242652
30,ACB,Bank,2026-09-10,22400,0.3456,0.4091,0.4309,0.248,0.2594,0.38062263,24192,21280,25,51.09628964694377,False,0.20499012457307617
31,HCM,Securities,2026-09-10,26100,0.3381,0.4557,0.486,0.3196,0.2929,0.13610885,28188,24795,25,53.74183644858027,True,0.23913380636656198
32,VCB,Bank,2026-09-10,58900,0.3281,0.4423,0.4563,0.3077,0.3123,0.12171939,63612,55955,25,50.684218030353506,True,0.1997389309291856
33,TPB,Bank,2026-09-10,14450,0.2942,0.4289,0.3901,0.2693,0.2709,0.11155384,15606,13728,25,44.974507370695044,False,0.4991046837415324
34,REE,Utilities,2026-09-10,45450,0.2929,0.4113,0.348,0.212,0.1893,0.30366847,49086,43178,25,43.79282332142917,False,0.24963922259497348
35,POW,Utilities,2026-09-10,12800,0.2807,0.3803,0.3485,0.2259,0.1948,0.2541731,13824,12160,25,35.346669508905876,False,0.32330131763427283
36,SAB,Retail/Consumer,2026-09-10,44800,0.2593,0.4159,0.3408,0.205,0.1618,0.17298703,48384,42560,25,45.83365930251504,True,0.18361680240697342
37,HSG,Materials,2026-09-10,10500,0.2478,0.4154,0.3486,0.2249,0.1914,0.058924362,11340,9975,25,40.025771611129294,False,0.30611357929302685
38,CTG,Bank,2026-09-10,30600,0.223,0.4127,0.3194,0.1761,0.1308,0.07592926,33048,29070,25,39.38654136364325,False,0.24272958429424635
